,Unnamed: 0,PCA,Cell_cls_knn,Cell_cls_res,ME_knn,EMD_neighbors,leiden_ari,sotip_ari,sample
58,58,100,15,2,50,900,0.0562730591835253,0.248243540755545,151670
59,59,100,15,2,50,1000,0.0562730591835253,0.3546051325208548,151670
0,0,100,15,1,10,100,0.2993025664281837,0.2912548059466361,151671
1,1,100,15,1,10,200,0.2993025664281837,0.4780491017481361,151671
2,2,100,15,1,10,300,0.2993025664281837,0.4098784984666849,151671
3,3,100,15,1,10,400,0.2993025664281837,0.3071180239571279,151671
4,4,100,15,1,10,500,0.2993025664281837,0.4669163433875147,151671
5,5,100,15,1,10,600,0.2993025664281837,0.2719710688957821,151671
6,6,100,15,1,10,700,0.2993025664281837,0.2510524554982907,151671
7,7,100,15,1,10,800,0.2993025664281837,0.3028578827278347,151671
8,8,100,15,1,10,900,0.2993025664281837,0.2704581139804142,151671
9,9,100,15,1,10,1000,0.2993025664281837,0.306962318706427,151671
10,10,100,15,1,30,100,0.3314177366423269,0.4399808732515139,151671
11,11,100,15,1,30,200,0.3314177366423269,0.4594717831883387,151671
12,12,100,15,1,30,300,0.3314177366423269,0.5520394063908646,151671
13,13,100,15,1,30,400,0.3314177366423269,0.4629794212379172,151671
14,14,100,15,1,30,500,0.3314177366423269,0.5941465360834483,151671
15,15,100,15,1,30,600,0.3314177366423269,0.564379363231257,151671
16,16,100,15,1,30,700,0.3314177366423269,0.456597407583538,151671
17,17,100,15,1,30,800,0.3314177366423269,0.456597407583538,151671
18,18,100,15,1,30,900,0.3314177366423269,0.3630810955067444,151671
19,19,100,15,1,30,1000,0.3314177366423269,0.3006295613225647,151671
20,20,100,15,1,50,100,0.3003081789119244,0.4020256185858927,151671
21,21,100,15,1,50,200,0.3003081789119244,0.4245487753137567,151671
22,22,100,15,1,50,300,0.3003081789119244,0.4962238387156784,151671
23,23,100,15,1,50,400,0.3003081789119244,0.4993904490535596,151671
24,24,100,15,1,50,500,0.3003081789119244,0.4996481852157005,151671
25,25,100,15,1,50,600,0.3003081789119244,0.5179902219859559,151671
26,26,100,15,1,50,700,0.3003081789119244,0.5010610776905059,151671
27,27,100,15,1,50,800,0.3003081789119244,0.5124168818127113,151671
28,28,100,15,1,50,900,0.3003081789119244,0.515917953367251,151671
29,29,100,15,1,50,1000,0.3003081789119244,0.4847613469889651,151671
30,30,100,15,2,10,100,0.1612722267116604,0.4459209692220369,151671
31,31,100,15,2,10,200,0.1612722267116604,0.4640880663848,151671
32,32,100,15,2,10,300,0.1612722267116604,0.4760729113642077,151671
33,33,100,15,2,10,400,0.1612722267116604,0.4731187573523697,151671
34,34,100,15,2,10,500,0.1612722267116604,0.5012872305111624,151671
35,35,100,15,2,10,600,0.1612722267116604,0.5080426887776189,151671
36,36,100,15,2,10,700,0.1612722267116604,0.5012872305111624,151671
37,37,100,15,2,10,800,0.1612722267116604,0.4888181135476263,151671
38,38,100,15,2,10,900,0.1612722267116604,0.5023048992427592,151671
39,39,100,15,2,10,1000,0.1612722267116604,0.5058832777917379,151671
40,40,100,15,2,30,100,0.1688502153736697,0.3882196523386106,151671
41,41,100,15,2,30,200,0.1688502153736697,0.3943131138368844,151671
42,42,100,15,2,30,300,0.1688502153736697,0.4477828953053727,151671
43,43,100,15,2,30,400,0.1688502153736697,0.4730706226504553,151671
44,44,100,15,2,30,500,0.1688502153736697,0.5448281275319963,151671
45,45,100,15,2,30,600,0.1688502153736697,0.5302218332186269,151671
46,46,100,15,2,30,700,0.1688502153736697,0.5445077538190984,151671
47,47,100,15,2,30,800,0.1688502153736697,0.5450803770308247,151671
48,48,100,15,2,30,900,0.1688502153736697,0.4450711864854996,151671
49,49,100,15,2,30,1000,0.1688502153736697,0.5057982196232589,151671
50,50,100,15,2,50,100,0.1770430258316688,0.4819469803384891,151671
51,51,100,15,2,50,200,0.1770430258316688,0.4310957657389868,151671
52,52,100,15,2,50,300,0.1770430258316688,0.4493127101109494,151671
53,53,100,15,2,50,400,0.1770430258316688,0.4991341759176653,151671
54,54,100,15,2,50,500,0.1770430258316688,0.4850366356507782,151671
55,55,100,15,2,50,600,0.1770430258316688,0.4592608871524258,151671
56,56,100,15,2,50,700,0.1770430258316688,0.4637179025980876,151671
57,57,100,15,2,50,800,0.1770430258316688,0.4711492172311538,151671
58,58,100,15,2,50,900,0.1770430258316688,0.4214056127346146,151671
59,59,100,15,2,50,1000,0.1770430258316688,0.4422275768825658,151671
0,0,100,15,1,10,100,0.2853244424749109,0.4630557459197821,151672
1,1,100,15,1,10,200,0.2853244424749109,0.4443039473331455,151672
2,2,100,15,1,10,300,0.2853244424749109,0.4499933010269303,151672
3,3,100,15,1,10,400,0.2853244424749109,0.6027707079854954,151672
4,4,100,15,1,10,500,0.2853244424749109,0.5769801510123903,151672
5,5,100,15,1,10,600,0.2853244424749109,0.5570808797965285,151672
6,6,100,15,1,10,700,0.2853244424749109,0.5379111723454044,151672
7,7,100,15,1,10,800,0.2853244424749109,0.4555276705235878,151672
8,8,100,15,1,10,900,0.2853244424749109,0.4070348445297013,151672
9,9,100,15,1,10,1000,0.2853244424749109,0.4084751632384131,151672
10,10,100,15,1,30,100,0.294506431160828,0.4068665595383656,151672
11,11,100,15,1,30,200,0.294506431160828,0.443978778731432,151672
12,12,100,15,1,30,300,0.294506431160828,0.5370073517423476,151672
13,13,100,15,1,30,400,0.294506431160828,0.5414196710173154,151672
14,14,100,15,1,30,500,0.294506431160828,0.527298051919509,151672
15,15,100,15,1,30,600,0.294506431160828,0.5337592646950778,151672
16,16,100,15,1,30,700,0.294506431160828,0.6598257680056431,151672
17,17,100,15,1,30,800,0.294506431160828,0.7068793741603722,151672
18,18,100,15,1,30,900,0.294506431160828,0.5911546745191275,151672
19,19,100,15,1,30,1000,0.294506431160828,0.4883311185579772,151672
20,20,100,15,1,50,100,0.3030485231730378,0.366035423527627,151672
21,21,100,15,1,50,200,0.3030485231730378,0.4547555011301291,151672
22,22,100,15,1,50,300,0.3030485231730378,0.5505929937008063,151672
23,23,100,15,1,50,400,0.3030485231730378,0.5385064213033426,151672
24,24,100,15,1,50,500,0.3030485231730378,0.516132932587721,151672
25,25,100,15,1,50,600,0.3030485231730378,0.6457131312617288,151672
26,26,100,15,1,50,700,0.3030485231730378,0.6827994543424087,151672
27,27,100,15,1,50,800,0.3030485231730378,0.6457704982984613,151672
28,28,100,15,1,50,900,0.3030485231730378,0.668887298387684,151672
29,29,100,15,1,50,1000,0.3030485231730378,0.6320398126272562,151672
30,30,100,15,2,10,100,0.1761344251187848,0.4629559722457992,151672
31,31,100,15,2,10,200,0.1761344251187848,0.5110380864375607,151672
32,32,100,15,2,10,300,0.1761344251187848,0.527829240165499,151672
33,33,100,15,2,10,400,0.1761344251187848,0.5056764131948648,151672
34,34,100,15,2,10,500,0.1761344251187848,0.5184164468481295,151672
35,35,100,15,2,10,600,0.1761344251187848,0.5030837648587633,151672
36,36,100,15,2,10,700,0.1761344251187848,0.5061532219450673,151672
37,37,100,15,2,10,800,0.1761344251187848,0.7532334620058007,151672
38,38,100,15,2,10,900,0.1761344251187848,0.7435746094302447,151672
39,39,100,15,2,10,1000,0.1761344251187848,0.7496676065647665,151672
40,40,100,15,2,30,100,0.1656511030983165,0.4961579131609691,151672
41,41,100,15,2,30,200,0.1656511030983165,0.4960529552837177,151672
42,42,100,15,2,30,300,0.1656511030983165,0.5037812985425422,151672
43,43,100,15,2,30,400,0.1656511030983165,0.5645665665255374,151672
44,44,100,15,2,30,500,0.1656511030983165,0.4990662262323036,151672
45,45,100,15,2,30,600,0.1656511030983165,0.7524045374671738,151672
46,46,100,15,2,30,700,0.1656511030983165,0.5338889034728689,151672
47,47,100,15,2,30,800,0.1656511030983165,0.4825240870600396,151672
48,48,100,15,2,30,900,0.1656511030983165,0.445337668019325,151672
49,49,100,15,2,30,1000,0.1656511030983165,0.5604735777042924,151672
50,50,100,15,2,50,100,0.170509583815268,0.4189005025041046,151672
51,51,100,15,2,50,200,0.170509583815268,0.4568539784828001,151672
52,52,100,15,2,50,300,0.170509583815268,0.5227887579945283,151672
53,53,100,15,2,50,400,0.170509583815268,0.511165230319582,151672
54,54,100,15,2,50,500,0.170509583815268,0.4896718155390744,151672
55,55,100,15,2,50,600,0.170509583815268,0.4625878916463504,151672
56,56,100,15,2,50,700,0.170509583815268,0.4708812468635608,151672
57,57,100,15,2,50,800,0.170509583815268,0.4238880703132877,151672
58,58,100,15,2,50,900,0.170509583815268,0.41908523788267,151672
59,59,100,15,2,50,1000,0.170509583815268,0.4026481612804912,151672
0,0,100,15,1,10,100,0.3573290596200381,0.3881421451448628,151673
1,1,100,15,1,10,200,0.3573290596200381,0.4479902830985953,151673
2,2,100,15,1,10,300,0.3573290596200381,0.419167348279968,151673
3,3,100,15,1,10,400,0.3573290596200381,0.4297296026083161,151673
4,4,100,15,1,10,500,0.3573290596200381,0.4559762856709348,151673
5,5,100,15,1,10,600,0.3573290596200381,0.4520304329924879,151673
6,6,100,15,1,10,700,0.3573290596200381,0.4234609531108547,151673
7,7,100,15,1,10,800,0.3573290596200381,0.4428444112354749,151673
8,8,100,15,1,10,900,0.3573290596200381,0.4234609531108547,151673
9,9,100,15,1,10,1000,0.3573290596200381,0.4234609531108547,151673
10,10,100,15,1,30,100,0.3580623170455665,0.4313139824798053,151673
11,11,100,15,1,30,200,0.3580623170455665,0.4829352351746264,151673
12,12,100,15,1,30,300,0.3580623170455665,0.4743187356128615,151673
13,13,100,15,1,30,400,0.3580623170455665,0.3996024282465665,151673
14,14,100,15,1,30,500,0.3580623170455665,0.4515312233687075,151673
15,15,100,15,1,30,600,0.3580623170455665,0.4651105970893115,151673
16,16,100,15,1,30,700,0.3580623170455665,0.5407759594132434,151673
17,17,100,15,1,30,800,0.3580623170455665,0.4389372446444488,151673
18,18,100,15,1,30,900,0.3580623170455665,0.4380963917612786,151673
19,19,100,15,1,30,1000,0.3580623170455665,0.4357389476457896,151673
20,20,100,15,1,50,100,0.3620705783004405,0.5160687972793263,151673
21,21,100,15,1,50,200,0.3620705783004405,0.4990863476879368,151673
22,22,100,15,1,50,300,0.3620705783004405,0.4840923161440055,151673
23,23,100,15,1,50,400,0.3620705783004405,0.5129597353368448,151673
24,24,100,15,1,50,500,0.3620705783004405,0.4344040300128244,151673
25,25,100,15,1,50,600,0.3620705783004405,0.3963100251181294,151673
26,26,100,15,1,50,700,0.3620705783004405,0.432786301602624,151673
27,27,100,15,1,50,800,0.3620705783004405,0.330318264971187,151673
28,28,100,15,1,50,900,0.3620705783004405,0.4320213441047489,151673
29,29,100,15,1,50,1000,0.3620705783004405,0.4003403724865311,151673
30,30,100,15,2,10,100,0.2862600664294775,0.5628691121104897,151673
31,31,100,15,2,10,200,0.2862600664294775,0.634537427073253,151673
32,32,100,15,2,10,300,0.2862600664294775,0.6653148952358476,151673
33,33,100,15,2,10,400,0.2862600664294775,0.6755905783253485,151673
34,34,100,15,2,10,500,0.2862600664294775,0.5593149126826977,151673
35,35,100,15,2,10,600,0.2862600664294775,0.5518988523579247,151673
36,36,100,15,2,10,700,0.2862600664294775,0.4441661220596101,151673
37,37,100,15,2,10,800,0.2862600664294775,0.5518800672314548,151673
38,38,100,15,2,10,900,0.2862600664294775,0.4457670841734925,151673
39,39,100,15,2,10,1000,0.2862600664294775,0.4457670841734925,151673
40,40,100,15,2,30,100,0.2837368737889125,0.4762964979865583,151673
41,41,100,15,2,30,200,0.2837368737889125,0.4156053621669274,151673
42,42,100,15,2,30,300,0.2837368737889125,0.5175567638155172,151673
43,43,100,15,2,30,400,0.2837368737889125,0.4947394068252396,151673
44,44,100,15,2,30,500,0.2837368737889125,0.3955703038648116,151673
45,45,100,15,2,30,600,0.2837368737889125,0.4118954457937321,151673
46,46,100,15,2,30,700,0.2837368737889125,0.4137311672523543,151673
47,47,100,15,2,30,800,0.2837368737889125,0.2507059115111859,151673
48,48,100,15,2,30,900,0.2837368737889125,0.416379157782575,151673
49,49,100,15,2,30,1000,0.2837368737889125,0.4145652335882858,151673
50,50,100,15,2,50,100,0.2867986649275212,0.4494282623511784,151673
51,51,100,15,2,50,200,0.2867986649275212,0.4227346378665493,151673
52,52,100,15,2,50,300,0.2867986649275212,0.4420398637870701,151673
53,53,100,15,2,50,400,0.2867986649275212,0.4400362035014217,151673
54,54,100,15,2,50,500,0.2867986649275212,0.404602317542709,151673
55,55,100,15,2,50,600,0.2867986649275212,0.445362465256194,151673
56,56,100,15,2,50,700,0.2867986649275212,0.4414137684165665,151673
57,57,100,15,2,50,800,0.2867986649275212,0.4438448634334093,151673
58,58,100,15,2,50,900,0.2867986649275212,0.4072669377985005,151673
59,59,100,15,2,50,1000,0.2867986649275212,0.4300638364047544,151673
0,0,100,15,1,10,100,0.310167775081055,0.3126433799480702,151674
1,1,100,15,1,10,200,0.310167775081055,0.3893177528995277,151674
2,2,100,15,1,10,300,0.310167775081055,0.295324039403007,151674
3,3,100,15,1,10,400,0.310167775081055,0.3576284133722098,151674
4,4,100,15,1,10,500,0.310167775081055,0.3274115640303157,151674
5,5,100,15,1,10,600,0.310167775081055,0.2930587319687103,151674
6,6,100,15,1,10,700,0.310167775081055,0.3152724084226707,151674
7,7,100,15,1,10,800,0.310167775081055,0.2519053552661304,151674
8,8,100,15,1,10,900,0.310167775081055,0.2633042273388809,151674
9,9,100,15,1,10,1000,0.310167775081055,0.2811270002527969,151674
10,10,100,15,1,30,100,0.310167775081055,0.4161829583369017,151674
11,11,100,15,1,30,200,0.310167775081055,0.3233895991033337,151674
12,12,100,15,1,30,300,0.310167775081055,0.382320448428852,151674
13,13,100,15,1,30,400,0.310167775081055,0.3827120803263619,151674
14,14,100,15,1,30,500,0.310167775081055,0.2988239628648744,151674
15,15,100,15,1,30,600,0.310167775081055,0.3084164827404193,151674
16,16,100,15,1,30,700,0.310167775081055,0.3667084630625568,151674
17,17,100,15,1,30,800,0.310167775081055,0.32016656299118,151674
18,18,100,15,1,30,900,0.310167775081055,0.298844599476457,151674
19,19,100,15,1,30,1000,0.310167775081055,0.3166598740535349,151674
20,20,100,15,1,50,100,0.310167775081055,0.4204925075090192,151674
21,21,100,15,1,50,200,0.310167775081055,0.3934721792786951,151674
22,22,100,15,1,50,300,0.310167775081055,0.3895031033584447,151674
23,23,100,15,1,50,400,0.310167775081055,0.3581385810920174,151674
24,24,100,15,1,50,500,0.310167775081055,0.3007297519250097,151674
25,25,100,15,1,50,600,0.310167775081055,0.2999616769383674,151674
26,26,100,15,1,50,700,0.310167775081055,0.3012792149005955,151674
27,27,100,15,1,50,800,0.310167775081055,0.28801347274426,151674
28,28,100,15,1,50,900,0.310167775081055,0.2584187412461617,151674
29,29,100,15,1,50,1000,0.310167775081055,0.3479599853725039,151674
30,30,100,15,2,10,100,0.2370654079469713,0.3976322901533137,151674
31,31,100,15,2,10,200,0.2370654079469713,0.4094820674043071,151674
32,32,100,15,2,10,300,0.2370654079469713,0.4284948602657006,151674
33,33,100,15,2,10,400,0.2370654079469713,0.4288621112382973,151674
34,34,100,15,2,10,500,0.2370654079469713,0.4037224482049635,151674
35,35,100,15,2,10,600,0.2370654079469713,0.3761600850834683,151674
36,36,100,15,2,10,700,0.2370654079469713,0.345327190182943,151674
37,37,100,15,2,10,800,0.2370654079469713,0.3441137893015697,151674
38,38,100,15,2,10,900,0.2370654079469713,0.3400068073296344,151674
39,39,100,15,2,10,1000,0.2370654079469713,0.3649897678939826,151674
40,40,100,15,2,30,100,0.2370654079469713,0.4122170147412717,151674
41,41,100,15,2,30,200,0.2370654079469713,0.4291002421629405,151674
42,42,100,15,2,30,300,0.2370654079469713,0.337717650637196,151674
43,43,100,15,2,30,400,0.2370654079469713,0.3624661968173184,151674
44,44,100,15,2,30,500,0.2370654079469713,0.4337785070710166,151674
45,45,100,15,2,30,600,0.2370654079469713,0.4064663907696283,151674
46,46,100,15,2,30,700,0.2370654079469713,0.3325521199500322,151674
47,47,100,15,2,30,800,0.2370654079469713,0.3461059736062166,151674
48,48,100,15,2,30,900,0.2370654079469713,0.4033428047251298,151674
49,49,100,15,2,30,1000,0.2370654079469713,0.3354748070751305,151674
50,50,100,15,2,50,100,0.2370654079469713,0.3614509497394239,151674
51,51,100,15,2,50,200,0.2370654079469713,0.3136444076727487,151674
52,52,100,15,2,50,300,0.2370654079469713,0.4318989460753613,151674
53,53,100,15,2,50,400,0.2370654079469713,0.4142287881740384,151674
54,54,100,15,2,50,500,0.2370654079469713,0.3723971340596503,151674
55,55,100,15,2,50,600,0.2370654079469713,0.2910875835199218,151674
56,56,100,15,2,50,700,0.2370654079469713,0.3195047363378371,151674
57,57,100,15,2,50,800,0.2370654079469713,0.2742139711287453,151674
58,58,100,15,2,50,900,0.2370654079469713,0.359264736124125,151674
59,59,100,15,2,50,1000,0.2370654079469713,0.3096776505745016,151674
0,0,100,15,1,10,100,0.306934685410821,0.3125283910757584,151675
1,1,100,15,1,10,200,0.306934685410821,0.4265909183225004,151675
2,2,100,15,1,10,300,0.306934685410821,0.4325962085259295,151675
3,3,100,15,1,10,400,0.306934685410821,0.4363498554549355,151675
4,4,100,15,1,10,500,0.306934685410821,0.4639391714574615,151675
5,5,100,15,1,10,600,0.306934685410821,0.3432867019070503,151675
6,6,100,15,1,10,700,0.306934685410821,0.3455963235309431,151675
7,7,100,15,1,10,800,0.306934685410821,0.3905770549767411,151675
8,8,100,15,1,10,900,0.306934685410821,0.3572390597262156,151675
9,9,100,15,1,10,1000,0.306934685410821,0.3944241424030351,151675
10,10,100,15,1,30,100,0.306934685410821,0.4850041923387859,151675
11,11,100,15,1,30,200,0.306934685410821,0.407168627271154,151675
12,12,100,15,1,30,300,0.306934685410821,0.4170098731458544,151675
13,13,100,15,1,30,400,0.306934685410821,0.3729360737139419,151675
14,14,100,15,1,30,500,0.306934685410821,0.3632662632726629,151675
15,15,100,15,1,30,600,0.306934685410821,0.3502491756618483,151675
16,16,100,15,1,30,700,0.306934685410821,0.3926476240687837,151675
17,17,100,15,1,30,800,0.306934685410821,0.4346042919163429,151675
18,18,100,15,1,30,900,0.306934685410821,0.3766221773892281,151675
19,19,100,15,1,30,1000,0.306934685410821,0.4478957031243389,151675
20,20,100,15,1,50,100,0.306934685410821,0.5654694364886463,151675
21,21,100,15,1,50,200,0.306934685410821,0.4288448145562809,151675
22,22,100,15,1,50,300,0.306934685410821,0.4204566018210766,151675
23,23,100,15,1,50,400,0.306934685410821,0.4498385071240744,151675
24,24,100,15,1,50,500,0.306934685410821,0.4315446057954814,151675
25,25,100,15,1,50,600,0.306934685410821,0.3481089952861648,151675
26,26,100,15,1,50,700,0.306934685410821,0.3481089952861648,151675
27,27,100,15,1,50,800,0.306934685410821,0.3497812184678448,151675
28,28,100,15,1,50,900,0.306934685410821,0.3474923275169689,151675
29,29,100,15,1,50,1000,0.306934685410821,0.3672015601685422,151675
30,30,100,15,2,10,100,0.2763811303545156,0.4688761154046336,151675
31,31,100,15,2,10,200,0.2763811303545156,0.4678992063344033,151675
32,32,100,15,2,10,300,0.2763811303545156,0.4829340260527289,151675
33,33,100,15,2,10,400,0.2763811303545156,0.4224265762370338,151675
34,34,100,15,2,10,500,0.2763811303545156,0.4250276385072717,151675
35,35,100,15,2,10,600,0.2763811303545156,0.4119737229577102,151675
36,36,100,15,2,10,700,0.2763811303545156,0.4156639084063612,151675
37,37,100,15,2,10,800,0.2763811303545156,0.3902289313860099,151675
38,38,100,15,2,10,900,0.2763811303545156,0.4149866429099038,151675
39,39,100,15,2,10,1000,0.2763811303545156,0.392544583818747,151675
40,40,100,15,2,30,100,0.2763811303545156,0.4744062488277841,151675
41,41,100,15,2,30,200,0.2763811303545156,0.6627477376252147,151675
42,42,100,15,2,30,300,0.2763811303545156,0.5109633534354384,151675
43,43,100,15,2,30,400,0.2763811303545156,0.5639032965305955,151675
44,44,100,15,2,30,500,0.2763811303545156,0.4233688371220575,151675
45,45,100,15,2,30,600,0.2763811303545156,0.3930417717200126,151675
46,46,100,15,2,30,700,0.2763811303545156,0.4377774386133611,151675
47,47,100,15,2,30,800,0.2763811303545156,0.4430883064846935,151675
48,48,100,15,2,30,900,0.2763811303545156,0.4422694260445542,151675
49,49,100,15,2,30,1000,0.2763811303545156,0.3573954096363783,151675
50,50,100,15,2,50,100,0.2763811303545156,0.5449598578209174,151675
51,51,100,15,2,50,200,0.2763811303545156,0.5001214265398503,151675
52,52,100,15,2,50,300,0.2763811303545156,0.4618292064394784,151675
53,53,100,15,2,50,400,0.2763811303545156,0.4821386806945452,151675
54,54,100,15,2,50,500,0.2763811303545156,0.3787376252625355,151675
55,55,100,15,2,50,600,0.2763811303545156,0.4981012510474312,151675
56,56,100,15,2,50,700,0.2763811303545156,0.3488844401642641,151675
57,57,100,15,2,50,800,0.2763811303545156,0.4167389276272139,151675
58,58,100,15,2,50,900,0.2763811303545156,0.4174361059271164,151675
59,59,100,15,2,50,1000,0.2763811303545156,0.4167758645984812,151675
0,0,100,15,1,10,100,0.3084245745937495,0.4146409876117621,151676
1,1,100,15,1,10,200,0.3084245745937495,0.4285722495654388,151676
2,2,100,15,1,10,300,0.3084245745937495,0.4023753325844197,151676
3,3,100,15,1,10,400,0.3084245745937495,0.4254410752179641,151676
4,4,100,15,1,10,500,0.3084245745937495,0.4558216813829365,151676
5,5,100,15,1,10,600,0.3084245745937495,0.3550894475766792,151676
6,6,100,15,1,10,700,0.3084245745937495,0.373195294578476,151676
7,7,100,15,1,10,800,0.3084245745937495,0.3739783804062819,151676
8,8,100,15,1,10,900,0.3084245745937495,0.2862173311788057,151676
9,9,100,15,1,10,1000,0.3084245745937495,0.2862173311788057,151676
10,10,100,15,1,30,100,0.3084245745937495,0.4667103034701688,151676
11,11,100,15,1,30,200,0.3084245745937495,0.5124734226060886,151676
12,12,100,15,1,30,300,0.3084245745937495,0.4729035442378112,151676
13,13,100,15,1,30,400,0.3084245745937495,0.388850750711587,151676
14,14,100,15,1,30,500,0.3084245745937495,0.4217468130755775,151676
15,15,100,15,1,30,600,0.3084245745937495,0.3261254416277111,151676
16,16,100,15,1,30,700,0.3084245745937495,0.3257473511316641,151676
17,17,100,15,1,30,800,0.3084245745937495,0.3836524865569369,151676
18,18,100,15,1,30,900,0.3084245745937495,0.3468509598080582,151676
19,19,100,15,1,30,1000,0.3084245745937495,0.2702534494178499,151676
20,20,100,15,1,50,100,0.3084245745937495,0.3538269433232797,151676
21,21,100,15,1,50,200,0.3084245745937495,0.5099390727140355,151676
22,22,100,15,1,50,300,0.3084245745937495,0.4159146900777662,151676
23,23,100,15,1,50,400,0.3084245745937495,0.3321928910037068,151676
24,24,100,15,1,50,500,0.3084245745937495,0.4694649651104375,151676
25,25,100,15,1,50,600,0.3084245745937495,0.3138399429451207,151676
26,26,100,15,1,50,700,0.3084245745937495,0.4058437026868247,151676
27,27,100,15,1,50,800,0.3084245745937495,0.4079491461297922,151676
28,28,100,15,1,50,900,0.3084245745937495,0.3371563448796611,151676
29,29,100,15,1,50,1000,0.3084245745937495,0.3431892353491114,151676
30,30,100,15,2,10,100,0.230968574496377,0.3666927504718286,151676
31,31,100,15,2,10,200,0.230968574496377,0.4506346234510029,151676
32,32,100,15,2,10,300,0.230968574496377,0.3783151993464389,151676
33,33,100,15,2,10,400,0.230968574496377,0.3971760618206058,151676
34,34,100,15,2,10,500,0.230968574496377,0.4197907399896468,151676
35,35,100,15,2,10,600,0.230968574496377,0.3032415193326653,151676
36,36,100,15,2,10,700,0.230968574496377,0.3631473736571196,151676
37,37,100,15,2,10,800,0.230968574496377,0.3763078192014576,151676
38,38,100,15,2,10,900,0.230968574496377,0.3236162996537781,151676
39,39,100,15,2,10,1000,0.230968574496377,0.3746012663661718,151676
40,40,100,15,2,30,100,0.230968574496377,0.4662475212286028,151676
41,41,100,15,2,30,200,0.230968574496377,0.3825640929781435,151676
42,42,100,15,2,30,300,0.230968574496377,0.3047745339577835,151676
43,43,100,15,2,30,400,0.230968574496377,0.3034484398487871,151676
44,44,100,15,2,30,500,0.230968574496377,0.3103360061000154,151676
45,45,100,15,2,30,600,0.230968574496377,0.3054659059295316,151676
46,46,100,15,2,30,700,0.230968574496377,0.3005010004365816,151676
47,47,100,15,2,30,800,0.230968574496377,0.3005010004365816,151676
48,48,100,15,2,30,900,0.230968574496377,0.246503627104241,151676
49,49,100,15,2,30,1000,0.230968574496377,0.3832123512575928,151676
50,50,100,15,2,50,100,0.230968574496377,0.342182972369944,151676
51,51,100,15,2,50,200,0.230968574496377,0.4541088510143046,151676
52,52,100,15,2,50,300,0.230968574496377,0.3068535746711487,151676
53,53,100,15,2,50,400,0.230968574496377,0.2958975906689557,151676
54,54,100,15,2,50,500,0.230968574496377,0.3887105769062257,151676
55,55,100,15,2,50,600,0.230968574496377,0.3737365731782472,151676
56,56,100,15,2,50,700,0.230968574496377,0.2444778897960177,151676
57,57,100,15,2,50,800,0.230968574496377,0.3815319636825441,151676
58,58,100,15,2,50,900,0.230968574496377,0.360822734390897,151676
59,59,100,15,2,50,1000,0.230968574496377,0.3597942210710458,151676
